 Timestamp_formatted, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Other.7
 2023-06-24 15:04:56.276,-74650.93728,36428.71665,8891.814517,33099.82665,26039.35761,-51120.58534,20176.71855,-65012.86507,-0.02,0.094,-0.986,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74775.68236,37890.47603,10364.74977,34476.58235,27507.599,-52433.75032,21648.268,-65870.72502,-0.02,0.094,-0.986,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74541.92782,38468.84977,10915.36265,35116.02105,28062.4587,-52661.64871,22208.44742,-66005.79661,-0.024,0.098,-0.988,192,255,64,3,16,225,32,0,0,0,0
 2023-06-24 15:04:56.276,-74243.59909,37320.23833,9732.26246,34113.90294,26895.02709,-51458.63312,21037.14896,-65210.34273,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74301.95949,36028.75454,8456.268425,32828.58823,25616.73082,-50481.77248,19760.86435,-64591.48998,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74602.92573,36449.63788,8903.929162,33130.58265,26060.88234,-51115.39973,20202.42306,-65025.82908,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74734.82337,37890.16311,10353.35038,34502.3092,27510.7953,-52430.06229,21644.95994,-65886.19243,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74497.69372,38505.88662,10952.37713,35174.9626,28105.59757,-52666.87902,22248.32293,-66025.80142,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74195.96752,37382.80086,9799.585915,34171.57044,26953.18633,-51468.55729,21091.37429,-65232.69447,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74256.54075,36035.16949,8458.704765,32836.27723,25622.13995,-50481.70542,19763.03247,-64607.40442,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74563.76547,36388.3941,8842.931252,33077.96664,26006.25467,-51108.69421,20141.58161,-65036.96025,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74693.40559,37874.42748,10345.68374,34477.02938,27495.01496,-52421.12159,21632.82295,-65895.66957,-0.024,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74461.05921,38507.83122,10955.57343,35175.34258,28107.07278,-52669.67299,22245.88659,-66045.09098,-0.026,0.094,-0.988,192,255,48,2,240,225,32,0,0,0,0
 2023-06-24 15:04:56.276,-74164.27275,37380.56569,9799.429452,34183.32746,26963.24461,-51483.60002,21111.53556,-65261.10354,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74224.77892,36023.92656,8453.854436,32831.56101,25620.15064,-50492.74719,19772.68842,-64633.37715,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74528.40501,36384.03551,8846.887511,33072.26694,26006.27703,-51107.08488,20150.27644,-65055.80277,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74663.32014,37828.78522,10304.2883,34434.62812,27453.48542,-52421.97095,21592.96979,-65917.46252,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74421.09429,38520.41525,10968.35863,35196.97907,28129.33512,-52674.61272,22261.17519,-66069.27557,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74110.74032,37463.51301,9881.840334,34262.98908,27043.91206,-51485.36581,21171.43824,-65282.78473,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74172.45348,36066.95367,8496.747434,32868.12846,25655.06406,-50486.30988,19786.83708,-64651.90675,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
